Voltage,Current,Charge_Discharge_Efficiency,Charge_Rate,Voltage_Sag,EIS_Data,Cycle_Life,Chemical_Composition,Rate_of_Charge_Peak,Tire_Pressure,Regenerative_Braking,Idle_Time,Charging_Time,Payload_Distribution,Acceleration,Battery_Class
388.5945019379377,43.79446921377082,0.8771585550068499,3.842910820904192,1.4926942922369326,28.7377802262921,1176.707974442837,64.33737161097395,0.6619314081662571,32.4599301193478,0.4548716165983644,-0.258288918523391,5.222474867085872,0.4750622011944517,1.9836183496234725,1
409.4392221793575,45.00921986641819,0.8492648428744821,3.792810393005288,3.647340898629088,41.58032422840554,1243.6297720607183,65.43327795436734,0.8108751082916815,27.94302236754957,0.4994538132568381,3.153959142996224,3.1192913634843054,0.5328774023988103,1.5037369571607653,0
394.786469243672,44.79861781826877,0.8245522678372986,3.1054834158789144,3.1136799544107285,48.52429941260071,1153.4913614392617,77.76274804065373,0.6817566273697744,27.17290097307866,0.5084761513336841,5.858271935195675,2.1345540443795814,0.4811044520215836,0.8891875610441176,1
387.2644979955725,26.18630054540332,0.8766792502663444,1.4381375447639635,21.6861764369607,50.81116665805398,1202.1406158563786,54.60564235134684,0.7018719215434644,3.1432455548344933,0.4435425043811256,2.3197978564830506,5.004912920482604,0.5313400818297647,1.1730010794137953,0
389.8352730642286,45.01464066720217,0.8630972328636204,2.784272468737324,2.70728802599458,51.1305440702558,1151.0956584713742,63.96107710190196,0.5780787873833538,31.49020116516305,0.4083177019127576,-0.9178918191354808,3.1936943384532857,0.5113394468521223,1.6666356396786688,0
394.1352367163794,33.480380195584374,0.8642182029835028,2.812346538494896,1.9464237669253173,51.49904492222916,631.63505787855,66.02185561765619,0.6972361343453077,28.960473438321408,0.5288791887034471,0.6368237891772885,8.255713241674265,0.4278012344645464,1.8274735131434503,1
404.6577817225418,52.11113985590103,0.8595471880252245,3.672037577170979,2.768970474421312,55.538314499911166,1294.1484543755066,59.6777725919065,0.806611890927529,26.034212156906086,0.4243917082284509,2.052465336822543,3.336322109748824,0.5051630509498641,1.8162731819121465,1
402.9172898374989,51.85443480448393,0.9014470249766424,3.001613908616225,2.6820580632665347,36.41427721105997,1272.9416084567886,64.24203594872066,0.7685457765250969,31.63479411827841,0.4348516006154756,0.4903705243147582,5.405764623938443,0.4478993327895146,1.5150690648436955,1
392.674344910255,56.65532472278541,0.8737308334165623,2.4451227295995595,1.875366333153681,41.99817073082617,1051.5631209277053,72.4206345894383,0.787235456696438,27.095501243528908,0.4402116248710098,6.639529454740748,6.005892949384739,0.4895427505795732,1.1417566700664854,1
414.7613141348996,43.79446921377082,0.824416695791682,3.9655655384863375,2.730005106873502,51.3656908609695,1379.0472747352485,58.268553066245104,0.7618150385170328,29.55355366969924,0.4829178772931258,5.403942805967405,6.6189031288059015,0.5028218234221599,1.4435047365124871,0
405.2619595158585,36.92130347177277,0.8688981562058748,2.917263012218181,0.6957167378778231,61.08789990594774,1176.707974442837,64.38881939450593,0.8343313389588085,28.541662222446487,0.5459763922818106,0.3597533799541161,5.344200182945791,0.5703708569175097,1.5697317715002954,0
395.9326214126221,48.695886206842125,0.8585419037600824,3.528956804624516,1.9813542167338956,32.537226039361144,830.0506484143345,65.39758867430587,0.7535728764946628,29.152995575892994,0.60130909747209,-0.4101812090622241,7.080900785444773,0.5127783720100114,2.064037755952752,1
401.652670991532,49.36338005247983,0.8558653509513986,2.0665028983097096,1.155707264378426,49.72862835674113,1146.945541015075,68.44646179943136,0.6030319833388145,31.7695564081334,0.5656632929055322,2.510283945910169,3.0540382799628625,0.4787775156105445,2.071484511332817,0
404.4854957914734,10.188849443653568,0.8604413053484415,2.6958336196522428,1.723525480619031,33.32522811317597,1125.4354213952677,70.23358736771905,0.6362779170907257,28.514720833813737,0.4796873780326671,4.280569644303987,8.448806782557446,0.5294879164805523,1.3152249389863313,0
416.1512226163636,47.830681354717946,0.7728567491280711,2.423387864507604,2.209177305050723,43.1118693852314,1338.2274460013978,58.87461628479184,0.547396298738386,28.15837743437482,0.5688560901387263,5.619879289289923,6.005892949384739,0.5831603366665336,0.9562503192090372,1
398.6399598729997,63.69027498664872,0.7696106542852721,2.617889292306888,2.815165176182692,42.19734897759408,1119.8139137165815,67.08591137500852,0.5805618226363859,30.49307708403909,0.5741983727109642,1.1764288721815066,3.9314998610234895,0.4411211961626902,1.7624798527568672,0
386.2452696653217,52.40627412922439,0.8492648428744821,2.763686306612657,2.4675492703229143,59.48129187369126,1313.0884702590597,60.241669445905714,0.6859400169265495,33.2742184161507,0.573978022829341,1.7770477415851524,4.189048132340151,0.4636981671667301,1.6135579254290149,0
405.6184007047455,11.043253668877949,0.9051908480183578,2.661356314573351,3.2016196789271776,32.380221943268786,1288.5524688490611,63.45154431521118,0.7128640161038287,32.130415251711526,0.4396071948114642,3.230131692790123,4.023632802868587,0.4561693770397385,0.8091188098337918,1
